SERVER;OBTER_TODOS_ISBNS;1366072924.363995;1366072924.364472;0.000477;
SERVER;OBTER_TODOS_ISBNS;1366072924.365442;1366072924.365579;0.000137;
SERVER;OBTER_TODOS_ISBNS;1366072924.413884;1366072924.414294;0.000410;
SERVER;OBTER_TODOS_ISBNS;1366072924.455527;1366072924.455712;0.000185;
SERVER;OBTER_TODOS_ISBNS;1366072924.502578;1366072924.502851;0.000273;
SERVER;OBTER_TODOS_ISBNS;1366072924.544262;1366072924.544441;0.000179;
SERVER;OBTER_TODOS_ISBNS;1366072924.583519;1366072924.583722;0.000203;
SERVER;OBTER_TODOS_ISBNS;1366072924.624277;1366072924.624495;0.000218;
SERVER;OBTER_TODOS_ISBNS;1366072924.663471;1366072924.663654;0.000183;
SERVER;OBTER_TODOS_ISBNS;1366072924.711334;1366072924.711602;0.000268;
SERVER;OBTER_TODOS_ISBNS;1366072924.755853;1366072924.756398;0.000545;
SERVER;OBTER_TODOS_ISBNS;1366072924.793547;1366072924.793727;0.000180;
SERVER;OBTER_TODOS_ISBNS;1366072924.833138;1366072924.833400;0.000262;
SERVER;OBTER_TODOS_ISBNS;1366072924.872541;1366072924.872747;0.000206;
SERVER;OBTER_TODOS_ISBNS;1366072924.916821;1366072924.917045;0.000224;
SERVER;OBTER_TODOS_ISBNS;1366072924.954079;1366072924.954344;0.000265;
SERVER;OBTER_TODOS_ISBNS;1366072924.994674;1366072924.994975;0.000301;
SERVER;OBTER_TODOS_ISBNS;1366072925.034653;1366072925.034847;0.000194;
SERVER;OBTER_TODOS_ISBNS;1366072925.077314;1366072925.077525;0.000211;
SERVER;OBTER_TODOS_ISBNS;1366072925.118601;1366072925.123804;0.005203;
SERVER;OBTER_TODOS_ISBNS;1366072925.157960;1366072925.158230;0.000270;
SERVER;OBTER_TODOS_ISBNS;1366072925.196601;1366072925.196833;0.000232;
SERVER;OBTER_TODOS_ISBNS;1366072925.233561;1366072925.233784;0.000223;
SERVER;OBTER_TODOS_ISBNS;1366072925.273471;1366072925.273758;0.000287;
SERVER;OBTER_TODOS_ISBNS;1366072925.313574;1366072925.313740;0.000166;
SERVER;OBTER_TODOS_ISBNS;1366072925.355248;1366072925.355530;0.000282;
SERVER;OBTER_TODOS_ISBNS;1366072925.397975;1366072925.398227;0.000252;
SERVER;OBTER_TODOS_ISBNS;1366072925.435291;1366072925.435469;0.000178;
SERVER;OBTER_TODOS_ISBNS;1366072925.474703;1366072925.475036;0.000333;
SERVER;OBTER_TODOS_ISBNS;1366072925.532805;1366072925.533128;0.000323;
SERVER;OBTER_TODOS_ISBNS;1366072925.574243;1366072925.574476;0.000233;
SERVER;OBTER_TODOS_ISBNS;1366072925.622005;1366072925.622335;0.000330;
SERVER;OBTER_TODOS_ISBNS;1366072925.663709;1366072925.663877;0.000168;
SERVER;OBTER_TODOS_ISBNS;1366072925.706068;1366072925.706224;0.000156;
SERVER;OBTER_TODOS_ISBNS;1366072925.744856;1366072925.745071;0.000215;
SERVER;OBTER_TODOS_ISBNS;1366072925.784796;1366072925.784998;0.000202;
SERVER;OBTER_TODOS_ISBNS;1366072925.824314;1366072925.824651;0.000337;
SERVER;OBTER_TODOS_ISBNS;1366072925.866567;1366072925.866821;0.000254;
SERVER;OBTER_TODOS_ISBNS;1366072925.906547;1366072925.906758;0.000211;
SERVER;OBTER_TODOS_ISBNS;1366072925.944223;1366072925.944430;0.000207;
SERVER;OBTER_TODOS_ISBNS;1366072925.984822;1366072925.984981;0.000159;
SERVER;OBTER_TODOS_ISBNS;1366072926.022872;1366072926.023060;0.000188;
SERVER;OBTER_TODOS_ISBNS;1366072926.064156;1366072926.064392;0.000236;
SERVER;OBTER_TODOS_ISBNS;1366072926.103598;1366072926.103797;0.000199;
SERVER;OBTER_TODOS_ISBNS;1366072926.146103;1366072926.146339;0.000236;
SERVER;OBTER_TODOS_ISBNS;1366072926.187225;1366072926.187410;0.000185;
SERVER;OBTER_TODOS_ISBNS;1366072926.223982;1366072926.224180;0.000198;
SERVER;OBTER_TODOS_ISBNS;1366072926.263045;1366072926.263393;0.000348;
SERVER;OBTER_TODOS_ISBNS;1366072926.304732;1366072926.305071;0.000339;
SERVER;OBTER_TODOS_ISBNS;1366072926.351659;1366072926.351906;0.000247;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.393826;1366072926.393905;0.000079;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.394236;1366072926.394300;0.000064;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.394633;1366072926.394719;0.000086;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.395042;1366072926.395130;0.000088;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.395608;1366072926.395714;0.000106;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.396263;1366072926.396388;0.000125;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.397080;1366072926.397147;0.000067;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.397615;1366072926.397700;0.000085;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.398064;1366072926.398142;0.000078;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.398389;1366072926.398467;0.000078;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.401401;1366072926.401482;0.000081;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.402478;1366072926.402542;0.000064;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.402818;1366072926.402881;0.000063;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.416584;1366072926.416729;0.000145;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.433607;1366072926.433718;0.000111;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.434146;1366072926.434217;0.000071;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.434459;1366072926.434524;0.000065;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.434764;1366072926.434834;0.000070;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.435041;1366072926.435107;0.000066;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.435375;1366072926.435439;0.000064;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.435932;1366072926.436012;0.000080;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.436476;1366072926.436541;0.000065;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.441500;1366072926.441612;0.000112;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.454917;1366072926.455020;0.000103;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.466426;1366072926.466635;0.000209;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.472777;1366072926.481505;0.008728;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.481988;1366072926.482105;0.000117;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.482822;1366072926.482899;0.000077;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.483175;1366072926.483244;0.000069;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.483452;1366072926.483514;0.000062;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.483732;1366072926.483797;0.000065;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.483997;1366072926.484066;0.000069;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.484274;1366072926.484340;0.000066;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.484539;1366072926.484608;0.000069;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.484816;1366072926.484878;0.000062;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.485078;1366072926.485144;0.000066;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.485396;1366072926.485469;0.000073;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.485676;1366072926.485746;0.000070;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.485949;1366072926.486014;0.000065;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.486243;1366072926.486314;0.000071;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.486513;1366072926.486594;0.000081;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.486826;1366072926.486890;0.000064;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.507506;1366072926.541537;0.034031;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.541718;1366072926.541858;0.000140;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.557199;1366072926.557308;0.000109;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.571973;1366072926.572130;0.000157;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.572744;1366072926.572830;0.000086;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.573042;1366072926.573122;0.000080;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.573325;1366072926.573389;0.000064;
SERVER;OBTER_DESCRICAO_POR_ISBN;1366072926.573602;1366072926.573674;0.000072;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.573880;1366072926.573953;0.000073;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.574216;1366072926.574289;0.000073;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.576038;1366072926.576191;0.000153;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.576554;1366072926.576634;0.000080;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.577001;1366072926.577132;0.000131;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.577515;1366072926.577624;0.000109;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.578112;1366072926.578205;0.000093;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.578563;1366072926.578670;0.000107;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.584965;1366072926.585122;0.000157;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.598423;1366072926.598572;0.000149;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.606824;1366072926.606985;0.000161;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.613032;1366072926.613215;0.000183;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.618072;1366072926.618207;0.000135;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.618606;1366072926.618726;0.000120;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.626508;1366072926.626713;0.000205;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.641207;1366072926.641430;0.000223;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.651847;1366072926.651976;0.000129;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.653387;1366072926.653468;0.000081;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.653726;1366072926.653800;0.000074;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.654068;1366072926.654142;0.000074;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.672646;1366072926.684377;0.011731;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.687409;1366072926.687524;0.000115;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.687973;1366072926.688056;0.000083;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.688419;1366072926.688493;0.000074;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.688859;1366072926.697151;0.008292;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.697398;1366072926.697564;0.000166;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.705361;1366072926.705510;0.000149;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.706246;1366072926.706300;0.000054;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.716340;1366072926.716584;0.000244;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.717342;1366072926.717426;0.000084;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.717775;1366072926.717855;0.000080;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.718091;1366072926.718154;0.000063;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.718483;1366072926.718545;0.000062;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.721377;1366072926.721469;0.000092;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.722935;1366072926.723009;0.000074;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.723268;1366072926.723333;0.000065;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.723573;1366072926.723637;0.000064;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.723863;1366072926.723927;0.000064;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.724164;1366072926.724234;0.000070;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.724470;1366072926.724534;0.000064;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.724783;1366072926.724847;0.000064;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.725074;1366072926.725138;0.000064;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.725344;1366072926.725408;0.000064;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.725647;1366072926.725713;0.000066;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.725935;1366072926.725999;0.000064;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.733163;1366072926.733409;0.000246;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.748030;1366072926.748125;0.000095;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.748434;1366072926.748501;0.000067;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.748744;1366072926.748814;0.000070;
SERVER;OBTER_LIVRO_POR_ISBN;1366072926.751825;1366072926.751945;0.000120;
SERVER;OBTER_TODOS_LIVROS;1366072926.756082;1366072926.786894;0.030812;
SERVER;OBTER_TODOS_LIVROS;1366072926.868746;1366072926.902630;0.033884;
SERVER;OBTER_TODOS_LIVROS;1366072926.935186;1366072926.978440;0.043254;
