Quantidade leituras executadas(Processo de Run Files);100;
Quantidade escrita executadas(Processo de Run Files);100;
Quantidade de arquivos temporarios criados durante o processo;1;
Quantidade de registros processados;100;
Tempo de Execucao do Processo de Run Files;0;
Quantidade leituras executadas(Processo de Merge);100;
Quantidade escrita executadas(Processo de Merge);100;
Quantidade de fases de merge necessarias;-1079683509;
Tempo de Execucao do Processo de Merge;0;
